SalePrice;LotArea;BedroomAbvGr;FullBath;GarageCars
336000;1133.695309;4;2;3
159895;295.617346;2;2;2
255900;1045.15875;4;2;2
126000;940.642875;4;2;2
125000;1010.78464;3;1;1
117000;493.31493;2;1;1
395192;943.801577;3;2;3
195000;1119.109538;4;2;2
197000;754.836875;3;2;2
348000;878.119156;3;2;3
168000;1641.688913;4;1;2
187000;906.73328;3;2;2
173900;821.819938;3;2;2
337500;1157.199768;3;2;3
121600;437.758936;3;1;1
136500;990.253077;3;1;1
185000;1088.544451;2;2;2
91000;909.148758;3;1;1
206000;628.210086;2;2;2
82000;948.168018;2;1;2
86000;501.6762;2;1;1
232000;1110.841171;3;2;3
136905;1068.3845;4;2;2
181000;295.617346;1;2;2
149900;778.991655;3;2;1
163500;1129.235965;3;2;2
88000;205.965951;3;1;1
240000;1125.798554;3;2;2
102000;557.418;4;2;0
135000;1977.533258;4;2;1
100000;912.771975;4;2;0
165000;984.028576;3;1;1
85000;668.9016;2;1;1
119200;1083.620592;2;1;1
227000;780.3851999999999;3;2;2
203000;1103.966349;3;2;2
187500;540.138042;1;1;2
160000;1001.865952;3;2;2
213490;279.916739;2;2;2
176000;652.550672;2;1;2
194000;688.039618;2;2;2
87000;876.911417;2;1;1
191000;295.617346;2;2;2
287000;1439.810694;2;2;2
112500;715.3531;3;1;2
167500;863.9979;3;1;2
293077;884.43656;3;2;3
105000;881.835276;3;1;1
118000;156.07704;3;1;1
160000;657.939046;5;2;0
197000;1473.720289;5;2;2
310000;1350.902523;5;2;3
230000;754.836875;3;2;3
119750;585.753415;2;1;1
84000;1068.3845;3;1;1
315500;1198.262894;2;2;3
287000;858.42372;3;2;2
97000;142.420299;3;1;0
80000;137.217731;1;1;1
155000;1219.351875;3;2;2
173000;848.20439;4;1;2
196000;499.911043;1;2;2
262280;1099.878617;4;2;2
278000;891.8688;4;2;2
139600;1270.91304;4;2;2
556581;1491.650568;4;3;3
145000;858.888235;3;1;2
115000;2020.64025;3;1;2
84900;1031.2232999999999;2;1;1
176485;835.476679;3;2;2
200141;1038.191025;3;2;2
165000;882.5785;4;1;2
144500;795.435486;4;1;1
255000;1056.028401;3;2;2
180000;1055.470983;3;2;2
185850;655.151956;2;2;2
248000;2783.280977;3;2;2
335000;1050.547124;3;2;3
220000;1047.481325;3;1;2
213500;457.08276;2;2;2
81000;1672.254;2;1;3
90000;1263.4808;5;2;2
110500;557.418;2;1;2
154000;1021.933;3;1;2
328000;1300.642;3;2;2
178000;728.080811;3;2;2
167900;906.73328;4;1;2
151400;368.267492;5;2;2
135000;891.8688;2;1;2
135000;943.151256;3;1;1
154000;1086.9651;4;1;2
91500;704.669255;4;1;1
159500;738.57885;3;1;2
194000;794.878068;2;2;3
219500;1219.351875;3;1;1
170000;1003.3524;3;2;2
138800;1474.37061;3;1;1
155900;412.024805;1;1;2
126000;815.223825;3;1;1
145000;1025.64912;3;2;2
133000;696.7725;3;1;1
192000;812.808347;3;2;2
160000;817.5464;3;1;1
187500;1210.618993;3;2;2
147000;842.5373069999999;2;1;2
83500;183.390522;3;1;1
252000;982.356322;3;2;3
137500;234.301366;3;2;2
197000;308.066348;1;1;2
92900;793.763232;2;2;2
160000;200.67048;2;2;2
136500;780.3851999999999;4;2;2
146000;857.49469;1;1;2
129000;545.154804;2;1;1
176432;865.577251;3;2;2
127000;639.358446;3;1;0
170000;343.369488;2;1;2
128000;557.418;3;1;1
157000;1103.68764;3;2;2
60000;780.3851999999999;1;1;1
119500;906.547474;3;1;1
135000;650.321;2;1;1
159500;827.76573;3;1;2
106000;187.292448;3;2;2
325000;1138.619168;3;2;2
179900;962.196371;3;2;2
274725;2160.645071;3;2;2
181000;749.076889;3;2;2
280000;1055.563886;3;2;3
188000;743.224;3;2;2
205000;973.62344;4;2;2
129900;659.6113;2;1;1
134500;828.973469;2;1;1
117000;501.6762;2;1;1
318000;1122.732755;3;2;3
184100;719.99825;3;2;2
130000;907.104892;3;1;2
140000;1284.383975;3;1;1
133700;702.34668;3;1;1
118400;767.6574889999999;2;1;1
212900;936.833852;3;2;3
112000;829.252178;3;1;1
118000;873.752715;2;1;0
163900;847.739875;3;2;2
115000;969.349902;2;1;2
174000;342.254652;2;2;3
259000;1353.782516;3;2;3
215000;1095.883788;4;2;2
140000;668.9016;2;1;2
135000;725.015012;4;2;2
93500;995.176936;3;1;0
117500;919.7397;5;2;1
239500;913.050684;3;2;2
169000;815.038019;3;2;2
102000;574.14054;2;1;1
119000;891.8688;3;1;1
94000;589.190826;2;1;0
196000;912.214557;2;2;2
144000;811.136093;3;1;2
139000;682.83705;2;1;2
197500;957.272512;4;2;2
424870;925.778395;4;3;3
80000;836.127;3;1;0
80000;1131.55854;2;1;1
149000;579.7147199999999;3;1;1
180000;1040.5136;3;2;2
174500;1114.836;3;1;1
116900;529.5471;2;1;1
143000;836.127;3;1;2
124000;769.23684;2;1;1
149900;1649.492765;3;1;2
230000;1311.325845;2;1;2
120500;547.19867;2;1;1
201800;1272.7711;4;1;2
218000;1000.379504;3;2;2
179900;868.64305;3;2;2
230000;464.607903;2;2;2
235128;1108.518596;3;2;3
185000;847.27536;4;2;2
146000;211.81884;3;2;2
224000;1372.920534;3;1;2
129000;810.485772;3;1;2
194000;1501.033771;2;1;2
233170;886.387523;3;2;2
245350;973.158925;3;2;3
173000;1008.183356;3;2;2
235000;1275.372384;4;2;2
625000;3322.21128;4;3;3
171000;917.88164;3;1;1
163000;847.27536;3;1;2
171900;373.191351;2;2;2
200500;1675.04109;3;3;0
239000;1538.47368;4;2;2
285000;992.018234;4;2;2
119500;645.768753;3;1;1
115000;366.96685;3;1;1
154900;713.587943;3;1;1
93000;774.346505;3;1;0
250000;1037.72651;4;2;2
392500;519.049061;2;2;2
745000;1451.423569;4;3;3
120000;1003.3524;2;1;2
186700;3263.961099;3;1;3
104900;904.6894139999999;4;1;1
95000;986.165345;3;2;2
262000;1157.664283;2;2;3
195000;830.088305;3;2;2
189000;696.7725;3;2;2
168000;3015.910089;3;1;4
174000;245.728435;2;2;2
125000;891.8688;3;1;1
165000;418.0635;2;2;2
158000;869.9436919999999;4;1;1
176000;745.918187;3;2;2
219210;1305.658762;4;2;3
144000;822.19155;3;1;1
178000;845.4173;3;2;2
148000;1043.765205;3;1;2
116050;868.921759;3;1;1
197900;966.1912;3;2;2
117000;557.418;3;1;1
213000;905.80425;3;2;2
153500;942.03642;3;1;2
271900;1364.187652;3;2;3
107000;826.8367;2;1;1
200000;848.668905;3;2;2
140000;721.205989;3;1;2
290000;945.938346;3;2;2
189000;1042.185854;3;2;2
164000;1127.285002;4;2;2
113000;867.71402;2;1;1
134500;948.075115;3;1;1
125000;659.053882;3;1;1
112000;829.62379;4;2;2
229456;802.68192;3;2;2
80500;579.7147199999999;2;1;0
91500;156.07704;3;1;0
115000;724.6434;2;1;1
134000;766.44975;3;1;1
143000;975.109888;3;2;1
137900;992.20404;4;2;2
184000;1429.219752;3;2;2
145000;973.809246;3;1;1
214000;1356.1979939999999;4;2;3
147000;824.235416;2;1;2
367294;814.666407;1;1;3
127000;734.8627299999999;4;2;1
190000;1754.93767;4;2;2
132500;717.954384;3;1;2
101800;914.351326;2;2;2
142000;1129.70048;3;1;2
130000;791.998075;4;1;0
138887;1220.002196;4;1;1
175500;244.149084;2;2;2
195000;1151.346879;4;2;2
142500;1214.428016;3;1;2
265900;839.564411;2;2;2
224900;757.902674;3;2;2
248328;915.001647;3;2;3
170000;987.094375;3;2;2
465000;1290.515573;2;2;3
230000;1062.345805;3;1;2
178000;1123.19727;3;3;2
186500;754.836875;3;2;2
169900;1145.308184;3;1;3
129500;891.8688;3;1;2
119000;668.9016;3;1;1
244000;1036.79748;3;2;2
171750;291.343808;2;2;2
130000;915.837774;3;1;1
294000;1629.704426;3;2;2
165400;643.910693;3;2;2
127500;579.7147199999999;3;1;1
301500;1328.7916089999999;2;2;2
99900;377.18618;2;1;0
190000;890.661061;2;2;2
151000;905.80425;3;1;2
181000;2293.031846;3;2;2
128900;891.8688;2;1;1
161500;1045.15875;5;1;1
180500;1255.584045;3;1;2
181000;377.18618;2;2;2
183900;346.992705;3;2;2
122000;940.17836;4;1;1
378500;1227.620242;3;2;3
381000;1309.9323;4;3;3
144000;1053.891632;3;1;1
185750;850.619868;3;2;2
137000;1256.605978;3;1;1
177000;1069.499336;2;1;1
139000;498.145886;3;2;2
137000;1053.984535;4;2;2
162000;1201.793208;3;1;2
197900;1660.269513;3;1;2
237000;880.070119;3;2;2
68400;696.7725;2;1;2
227000;911.192624;3;2;2
180000;747.776247;2;2;2
150500;817.5464;3;2;2
139000;873.2882;4;2;0
169000;895.3991139999999;4;2;1
132500;557.418;4;1;1
143000;909.52037;3;1;2
190000;3390.9595;4;2;2
278000;526.202592;2;2;2
281000;1027.971695;3;2;3
180500;1311.047136;3;1;2
119500;156.07704;3;2;1
107500;613.1598;4;2;1
162900;942.03642;4;2;2
115000;759.203316;2;1;2
138500;780.3851999999999;3;1;1
155000;808.2561;3;2;2
140000;341.418525;2;2;2
160000;5935.293961;3;2;2
154000;696.7725;3;1;1
225000;999.822086;3;2;2
177500;696.7725;3;1;1
290000;940.17836;4;2;3
232000;807.141264;3;2;3
130000;312.432789;3;2;2
325000;1223.811219;2;2;2
202500;646.140365;2;2;2
138000;749.913016;3;1;2
147000;1114.836;2;1;2
179200;664.535159;3;2;2
335000;1625.8025;3;2;2
203000;818.847042;3;2;2
302000;889.267516;4;2;2
333168;1372.548922;4;2;3
119000;760.87557;3;1;1
206900;1028.900725;4;2;2
295493;950.026078;3;2;3
208900;392.97969;2;2;2
275000;1373.199243;3;2;3
111000;949.004145;3;1;1
156500;780.3851999999999;3;1;2
72500;615.668181;2;1;1
190000;946.3099579999999;3;2;2
82500;495.17298999999997;2;1;0
147000;927.729358;2;2;3
55000;337.795308;2;1;0
79000;396.69581;3;1;0
130500;613.1598;3;1;1
256000;969.90732;5;2;2
176500;843.930852;3;2;2
227000;929.03;3;2;3
132500;1001.49434;3;1;2
100000;824.699931;2;1;1
125500;668.9016;2;1;1
125000;219.994304;3;1;2
167900;896.51395;2;2;2
135000;858.981138;4;2;2
52500;382.574554;2;1;0
200000;1249.54535;3;2;2
128500;888.15268;3;1;1
123000;770.537482;3;1;4
155000;1272.306585;3;1;2
228500;870.965625;3;2;2
177000;702.160874;3;1;2
155835;1031.502009;3;2;2
108500;557.418;2;1;1
262500;1930.617243;3;2;2
283463;1421.973318;3;2;3
215000;1504.656988;3;2;2
122000;487.74075;4;2;0
171000;859.074041;4;1;2
134900;557.418;2;1;2
410000;1367.53216;4;2;3
235000;958.387348;3;2;3
170000;946.867376;4;3;2
110000;880.441731;3;1;1
149900;1164.724911;3;1;2
177500;196.675651;3;2;2
315000;1554.917511;3;2;3
189000;914.351326;4;3;2
260000;1501.126674;3;2;2
104900;1162.495239;4;2;1
156932;789.582597;3;2;2
144152;295.43154;2;2;2
216000;696.7725;3;2;2
193000;852.756637;3;2;2
127000;247.58649499999999;4;2;1
144000;412.024805;1;1;2
232000;988.023405;3;2;2
105000;501.6762;2;1;1
165500;891.8688;3;1;1
274300;905.80425;3;2;2
466500;1059.0942;2;2;3
250000;987.094375;3;2;3
239000;1021.096873;3;2;3
91000;584.545676;2;1;1
117000;1021.747194;3;2;2
83000;181.439559;2;1;1
167500;904.410705;3;2;2
58500;762.919436;2;1;1
237500;1200.771275;4;2;2
157000;668.9016;4;1;2
112000;2354.069117;3;2;2
105000;841.70118;2;1;1
125500;505.020708;3;1;1
250000;1550.736876;5;3;2
136000;791.53356;5;2;1
377500;1383.511476;3;2;3
131000;557.418;3;1;2
235000;845.4173;3;2;2
124000;830.924432;4;2;3
123000;728.173714;3;1;1
163000;1003.3524;3;2;2
246578;375.792635;2;2;3
281213;1176.616495;4;2;3
160000;5314.0516;3;1;2
137500;568.56636;4;1;1
138000;668.9016;3;1;1
137450;573.304413;3;2;1
120000;557.418;3;1;1
193000;688.875745;3;2;2
193879;628.210086;2;2;2
282922;1417.328168;3;2;3
105000;967.12023;3;1;3
275000;356.933326;2;2;2
133000;784.565835;2;1;2
112000;815.68834;3;1;0
125500;719.06922;3;1;2
215000;1908.599232;3;2;2
230000;1153.85526;3;2;2
140000;891.8688;3;1;1
90000;668.9016;2;2;2
257000;1021.375582;2;2;2
207000;1212.662859;4;1;2
175900;337.702405;1;2;3
122500;1053.52002;4;2;2
340000;1537.080135;3;2;3
124000;855.079212;3;1;1
223000;1521.844043;3;2;2
179900;1086.9651;3;2;2
127500;375.606829;2;2;2
136500;412.024805;1;1;2
274970;1829.26007;4;2;2
144000;882.857209;2;1;1
142000;996.013063;3;1;2
271000;1016.730432;3;2;2
140000;1015.42979;3;1;1
119000;668.9016;2;1;1
182900;1165.561038;3;2;2
192140;2037.36279;4;2;2
143750;457.825984;2;2;2
64500;1003.3524;4;2;1
186500;953.277683;3;2;2
160000;1616.5122;3;2;2
174000;780.3851999999999;3;1;2
120500;836.127;3;1;2
394617;1156.084932;2;2;3
149700;688.132521;2;1;2
197000;1076.188352;3;2;2
191000;1070.799978;3;2;2
149300;411.188678;1;1;2
310000;1022.211709;3;2;3
121000;822.563162;2;1;1
179600;789.6754999999999;3;2;2
129000;780.3851999999999;3;1;1
157900;2428.670226;3;1;1
240000;929.03;3;2;2
112000;1093.189601;2;1;1
92000;142.420299;1;1;0
136000;836.127;4;2;0
287090;860.467586;3;2;3
145000;341.418525;2;1;2
84500;1599.510951;3;1;0
185000;696.7725;2;2;2
175000;735.513051;3;2;2
210000;1223.997025;3;2;2
266500;840.028926;4;2;1
142125;902.7384509999999;2;1;1
147500;923.177111;3;1;1
